Denominazione,Indirizzo,CAP,Comune,Provincia,Regione,Codice_univoco,Partita_IVA,Direccion_completa
Farmacia Passalacqua S.a.s.,"Via Ugo Ojetti, 412/a",137,Roma,Roma (RM),Lazio,F/9186,10514281004,"Via Ugo Ojetti, 412/a, 00137 Roma, Italia"
FIRRIOLO SAS DEL DR. ANTONINO FIRRIOLO & C.,"Via Anguillarese, 123",61,Anguillara sabazia,Roma (RM),Lazio,F/9831,11176021001,"Via Anguillarese, 123, 00061 Anguillara sabazia, Italia"
7CAMINI DOTT. ALBERTO & VALERIO CAMERUCCI SAS,"Via Casal Bianco, 147 ang. Via Settecamini",131,Roma,Roma (RM),Lazio,F/9285,11907951005,"Via Casal Bianco, 147 ang. Via Settecamini, 00131 Roma, Italia"
ANDRICOPULU DR.SSA KLIO,"Via del Pigneto, 108 e/f",176,Roma,Roma (RM),Lazio,F/9442,13125271000,"Via del Pigneto, 108 e/f, 00176 Roma, Italia"
RISORGIMENTO SNC DEL DOTT. GIANCARLO BRIENZA & C.,"Via G. Carini, 42",153,Roma,Roma (RM),Lazio,F/9586,13125741002,"Via G. Carini, 42, 00153 Roma, Italia"
RISORGIMENTO SNC DEL DOTT. GIANCARLO BRIENZA & C.,"Piazza Risorgimento, 44/45",192,Roma,Roma (RM),Lazio,F/9714,13125741002,"Piazza Risorgimento, 44/45, 00192 Roma, Italia"
CALVANI SNC DI CASELLI SERGIO E CIAMBELLINI MAURIZIO,"Via Radicofani, 206/a (B.ta Fidene)",138,Roma,Roma (RM),Lazio,F/9110,09575261004,"Via Radicofani, 206/a (B.ta Fidene), 00138 Roma, Italia"
CUTTANO ANNA MARIA,"Piazza Crati, 27",199,Roma,Roma (RM),Lazio,F/9227,09669880586,"Piazza Crati, 27, 00199 Roma, Italia"
RAMUNDO MONTARSOLO UMBERTO,"Via Tiburtina, 437",159,Roma,Roma (RM),Lazio,F/9391,10884760587,"Via Tiburtina, 437, 00159 Roma, Italia"
Farmacia Giannini Snc Di Francesco E Gianluca Giannini,"Via Casilina Km 23,400",40,Montecompatri,Roma (RM),Lazio,F/9984,14111911005,"Via Casilina Km 23,400, 00040 Montecompatri, Italia"
TOMASELLI FRANCO,"Viale Beata Vergine del Carmelo, 73",144,Roma,Roma (RM),Lazio,F/9453,05665110580,"Viale Beata Vergine del Carmelo, 73, 00144 Roma, Italia"
ELMO VITTORIA,"Via della Marranella, 41",176,Roma,Roma (RM),Lazio,F/9559,07153361006,"Via della Marranella, 41, 00176 Roma, Italia"
ONOFRI DANIELA,"Via di Valle Muricana, 369",188,Roma,Roma (RM),Lazio,F/9715,07345350586,"Via di Valle Muricana, 369, 00188 Roma, Italia"
RIPETTA DR. CAMPONESCHI CLAUDIO,"Via Ripetta, 254-255",186,Roma,Roma (RM),Lazio,F/9179,07404500584,"Via Ripetta, 254-255, 00186 Roma, Italia"
ALICICCO DEI DR.I M. ALICICCO E M. PANATTONI SNC,"Via Tibullo, 4",193,Roma,Roma (RM),Lazio,F/9756,07558731001,"Via Tibullo, 4, 00193 Roma, Italia"
BARRILE CONCETTA,"Piazza del Mercato, 15",20,Vallinfreda,Roma (RM),Lazio,F/16981,07559821009,"Piazza del Mercato, 15, 00020 Vallinfreda, Italia"
MANGLAVITI MARIA PIA,"Via Elio Chianesi, 134",128,Roma,Roma (RM),Lazio,F/9452,07685321007,"Via Elio Chianesi, 134, 00128 Roma, Italia"
GIULIO CESARE,"Viale Giulio Cesare, 209/211",192,Roma,Roma (RM),Lazio,F/9674,07948261008,"Viale Giulio Cesare, 209/211, 00192 Roma, Italia"
COLLATINA NUOVA SNC DI DANIELA CRESCENZI-LUCETTA FRANCIONE,"Via Collatina, 29/A",177,Roma,Roma (RM),Lazio,F/9477,10249791004,"Via Collatina, 29/A, 00177 Roma, Italia"
CALUORI SNC DI LUCIA E CARLA CALUORI,"Piazzale Provincie, 8/a",162,Roma,Roma (RM),Lazio,F/9168,05908751000,"Piazzale Provincie, 8/a, 00162 Roma, Italia"
SANTA RITA DELLA DR.SSA MIGLIORINO RITA & C. SAS,"Via Val Maira, 11/13/15",141,Roma,Roma (RM),Lazio,F/9267,06613421004,"Via Val Maira, 11/13/15, 00141 Roma, Italia"
FETTARAPPA MARINA,"Via P. De Calboli, 12",195,Roma,Roma (RM),Lazio,F/9718,08069020587,"Via P. De Calboli, 12, 00195 Roma, Italia"
IURLO MARIO & C. SNC,"Via Isola Farnese, 4",123,Roma,Roma (RM),Lazio,F/9757,04560911002,"Via Isola Farnese, 4, 00123 Roma, Italia"
EREDI DR.SCOPIGNO ALDO SNC,"Largo Russell, 11",156,Roma,Roma (RM),Lazio,F/9370,04656331008,"Largo Russell, 11, 00156 Roma, Italia"
TORLONIA SNC DEI DR.I LUCILLA PALMESANO E VINCENZO IENNACO,"Via Alessandro Torlonia, 1/b",161,Roma,Roma (RM),Lazio,F/9265,05250131215,"Via Alessandro Torlonia, 1/b, 00161 Roma, Italia"
DI NARDO STEFANO,"Viale Colli Portuensi, 30/32",151,Roma,Roma (RM),Lazio,F/9663,06818291004,"Viale Colli Portuensi, 30/32, 00151 Roma, Italia"
Farmacia San Benedetto S.a.s. Del Dott. Vittorio Borrelli,"Via Giovanni Xxiii, 31",30,Roiate,Roma (RM),Lazio,F/9876,11903391008,"Via Giovanni Xxiii, 31, 00030 Roiate, Italia"
COMUNALE MORLUPO,Piazza Narducci,67,Morlupo,Roma (RM),Lazio,F/18442,10367311007,"Piazza Narducci, 00067 Morlupo, Italia"
COLAPINTO ISABELLA,"Piazza Capecelatro, 7",168,Roma,Roma (RM),Lazio,F/9680,11220531005,"Piazza Capecelatro, 7, 00168 Roma, Italia"
DI SALVO ANTONELLA,"Viale dei Quattro Venti, 160 A",152,Roma,Roma (RM),Lazio,F/9595,12008631009,"Viale dei Quattro Venti, 160 A, 00152 Roma, Italia"
DIVINA PROVVIDENZA DEL DR. LIMONE BRACCO ANDREA SAS,"Via Vezio Crisafulli, 2/8",166,Roma,Roma (RM),Lazio,F/9138,13411191003,"Via Vezio Crisafulli, 2/8, 00166 Roma, Italia"
FARMACIA AMELI S.A.S.,"Via Nettunense, 165",47,Marino,Roma (RM),Lazio,F/9981,13787361008,"Via Nettunense, 165, 00047 Marino, Italia"
"Farmacia Torresina Dei Dottori Russo Giuseppe,De Angelis Lucio Mario E Gargiulo Caramela S.n.c","Via Ruggero Orlando, 46/48",168,Roma,Roma (RM),Lazio,F/19428,14005841003,"Via Ruggero Orlando, 46/48, 00168 Roma, Italia"
FARMACIA BALDINELLI DEI DOTTORI BALDINELLI FABIO ED ALICE S.N.C.,"Via Tiburtina, 349",11,Tivoli,Roma (RM),Lazio,F/9888,14095641008,"Via Tiburtina, 349, 00011 Tivoli, Italia"
MONTI TIBURTINI,"Via Monti Tiburtini, 598",157,Roma,Roma (RM),Lazio,F/9308,12657381005,"Via Monti Tiburtini, 598, 00157 Roma, Italia"
MATTEI SILVIA SAS,"Largo Trieste, 3",10,Sant'angelo romano,Roma (RM),Lazio,F/9880,12659031004,"Largo Trieste, 3, 00010 Sant'angelo romano, Italia"
DR.SSA LOREDANA LOMBARDI BOCCIA,"Viale Filippo Tommaso Marinetti, 211",143,Roma,Roma (RM),Lazio,F/9416,13745491004,"Viale Filippo Tommaso Marinetti, 211, 00143 Roma, Italia"
Farmacia Vallerano S.n.c. Di Ricci Bartoloni Giuliana E Tagliaferri Patrizio Maria,"Via Di Vallerano, 80",128,Roma,Roma (RM),Lazio,F/19393,14026501008,"Via Di Vallerano, 80, 00128 Roma, Italia"
GALLIA SAS DEL DOTT. EMILIO VISCA & C.,"Via Gallia, 102 - 104",183,Roma,Roma (RM),Lazio,F/9406,12180761004,"Via Gallia, 102 - 104, 00183 Roma, Italia"
M & T ROMA FARMACIE DI MARIANI NATALINO & C. SAS,"Via Lorenzo il Magnifico, 60",162,Roma,Roma (RM),Lazio,F/9215,10233851004,"Via Lorenzo il Magnifico, 60, 00162 Roma, Italia"
M&T ROMA FARMACIE DI MARIANI NATALINO & C. SAS,"Via Livorno, 27/a",162,Roma,Roma (RM),Lazio,F/9228,10233851004,"Via Livorno, 27/a, 00162 Roma, Italia"
SOFI DOMENICA,"Viale Ungheria, 3",27,Roviano,Roma (RM),Lazio,F/9947,06587911006,"Viale Ungheria, 3, 00027 Roviano, Italia"
MASCIOTTA AGOSTINO,"Via Pippo Tamburri, 2 a",169,Roma,Roma (RM),Lazio,F/9335,07947770587,"Via Pippo Tamburri, 2 a, 00169 Roma, Italia"
EREDI DI LEO DEL DR. PASQUALE DI LEO & C. SNC,"Via Prenestina, 279/281/281A",177,Roma,Roma (RM),Lazio,F/9424,08147261005,"Via Prenestina, 279/281/281A, 00177 Roma, Italia"
BENASSAI PIER DOMENICO,"Viale Quattro venti, 73/b/c",152,Roma,Roma (RM),Lazio,F/9612,08872970580,"Viale Quattro venti, 73/b/c, 00152 Roma, Italia"
ORLANDO GAETANO,"Via del Carmine, 6",60,Magliano romano,Roma (RM),Lazio,F/9829,05392731005,"Via del Carmine, 6, 00060 Magliano romano, Italia"
SERLENGA TOMMASO,"Via Ettore Romagnoli, 76/78",137,Roma,Roma (RM),Lazio,F/9103,02386100586,"Via Ettore Romagnoli, 76/78, 00137 Roma, Italia"
ANNIBALDI AMERICO,"Via Baldo degli Ubaldi, 196/B",167,Roma,Roma (RM),Lazio,F/9754,09858860589,"Via Baldo degli Ubaldi, 196/B, 00167 Roma, Italia"
EREDI TRAINA SNC DI DANIELE E ANTONELLA MARCHI,"Via Donna Olimpia, 194",152,Roma,Roma (RM),Lazio,F/9609,12267951007,"Via Donna Olimpia, 194, 00152 Roma, Italia"
"VITA NUOVA S.A.S., DEL DOTT. MICHELANGEL0 MUNDULA E C.","Via Palombarese, 137/141",13,Mentana,Roma (RM),Lazio,F/9935,12511641008,"Via Palombarese, 137/141, 00013 Mentana, Italia"
TRE FONTANE,"Via Benedetto Croce, 149/151/153",142,Roma,Roma (RM),Lazio,F/9493,12971941005,"Via Benedetto Croce, 149/151/153, 00142 Roma, Italia"
Farmacia Dott. Zelli Mauro S.r.l.,"Via Di Valle Melania, 151",139,Roma,Roma (RM),Lazio,F/9128,13187571008,"Via Di Valle Melania, 151, 00139 Roma, Italia"
COMUNALE ALLUMIERE,"Via Civitavecchia, 39",51,Allumiere,Roma (RM),Lazio,F/9792,00954281002,"Via Civitavecchia, 39, 00051 Allumiere, Italia"
TURCHI PAOLO,"Via G. Baccelli, 160",53,Civitavecchia,Roma (RM),Lazio,F/9802,07681281007,"Via G. Baccelli, 160, 00053 Civitavecchia, Italia"
Maddalena Tiziana,"P.zza Mazzini, 5",60,Canale monterano,Roma (RM),Lazio,F/9795,14238581004,"P.zza Mazzini, 5, 00060 Canale monterano, Italia"
SCOTTI MANDUZIO SNC DEL DR. ROBERTO MANDUZIO E C.,"Via Giunone Lucina, 1",50,Santa marinella,Roma (RM),Lazio,F/9825,04617131000,"Via Giunone Lucina, 1, 00050 Santa marinella, Italia"
SPADA DEL DOTT. CLAUDIO SABBATINI SNC,"Via Castellammare, 59",50,Fiumicino,Roma (RM),Lazio,F/9561,08492741007,"Via Castellammare, 59, 00050 Fiumicino, Italia"
DELLA SCROFA SAS DELLA DR.SSA B. CONTARDI & C.,"Piazza Cardelli, 6/A",186,Roma,Roma (RM),Lazio,F/9252,08577461000,"Piazza Cardelli, 6/A, 00186 Roma, Italia"
CUPPOLETTI LILIANA,"Via Amico Aspertini, 219",133,Roma,Roma (RM),Lazio,F/9346,08956690583,"Via Amico Aspertini, 219, 00133 Roma, Italia"
MAJONE DI AMALIA MAJONE E LUCIANA MAJONE E C. SNC,"Piazza S. Pierdamiani, 40",125,Roma,Roma (RM),Lazio,F/9590,09567611000,"Piazza S. Pierdamiani, 40, 00125 Roma, Italia"
BASCHIERI FRANCESCO,"Via L. Settembrini, 29/31",195,Roma,Roma (RM),Lazio,F/9747,09617440582,"Via L. Settembrini, 29/31, 00195 Roma, Italia"
TORELLI SAS DI TORELLI MARIA GRAZIA,"Via Mattia Battistini, 67",167,Roma,Roma (RM),Lazio,F/9694,09633841003,"Via Mattia Battistini, 67, 00167 Roma, Italia"
MORELLI SNC,"Viale Odescalchi, 10",62,Bracciano,Roma (RM),Lazio,F/9828,05291221009,"Viale Odescalchi, 10, 00062 Bracciano, Italia"
FARMACIA BENNI DEL DOTT. BENNI LUIGI & C. - SOCIETA' IN ACCOMANDITA SEMPLICE,"Via dei Romagnoli, 753",119,Roma,Roma (RM),Lazio,F/9646,05380541002,"Via dei Romagnoli, 753, 00119 Roma, Italia"
VILLARI ALESSANDRA,"Via dei Colli Portuensi, 310/A",151,Roma,Roma (RM),Lazio,F/9618,06466610729,"Via dei Colli Portuensi, 310/A, 00151 Roma, Italia"
ILLUMINATI E DE LILLO SNC,"Piazza Irnerio, 40-41",165,Roma,Roma (RM),Lazio,F/9786,06540801005,"Piazza Irnerio, 40-41, 00165 Roma, Italia"
GALIZIA LETIZIA,"Via di Pietralata, 272/B",158,Roma,Roma (RM),Lazio,F/9377,09438331002,"Via di Pietralata, 272/B, 00158 Roma, Italia"
VILLA CARPEGNA DELLA DR.SSA RITA LA TORRE & C. SNC,"Via Madonna del Riposo, 121",165,Roma,Roma (RM),Lazio,F/9837,06293271000,"Via Madonna del Riposo, 121, 00165 Roma, Italia"
DEL CIMENTO DOTT. ANGELO IZZO,"Via Accademia del Cimento, 16",147,Roma,Roma (RM),Lazio,F/9557,07072701001,"Via Accademia del Cimento, 16, 00147 Roma, Italia"
LINO SNC DELLE DR.SSE LORELLA E SABRINA LINO,"Viale Anicio Gallo, 154",174,Roma,Roma (RM),Lazio,F/9385,07199201000,"Viale Anicio Gallo, 154, 00174 Roma, Italia"
CONTE,"Via Sublacense, 19",20,Agosta,Roma (RM),Lazio,F/9918,11541611007,"Via Sublacense, 19, 00020 Agosta, Italia"
STRAMPELLI SAS,"Via S. Croce in Gerusalemme, 22/A",185,Roma,Roma (RM),Lazio,F/9109,11591621005,"Via S. Croce in Gerusalemme, 22/A, 00185 Roma, Italia"
POMPILI POMPILIO DR. VITTORIO,"Via dei Glicini, 44 a/d",172,Roma,Roma (RM),Lazio,F/9376,11674201006,"Via dei Glicini, 44 a/d, 00172 Roma, Italia"
COMUNALE ACQUA TRAVERSA SRL,"Via Prenestina Nuova, Km 7.2",10,Gallicano nel lazio,Roma (RM),Lazio,F/18769,11854531008,"Via Prenestina Nuova, Km 7.2, 00010 Gallicano nel lazio, Italia"
D'AMICIS DR. ANDREA,"Via L. Ruspoli, 57",149,Roma,Roma (RM),Lazio,F/9622,09532940583,"Via L. Ruspoli, 57, 00149 Roma, Italia"
"TORNAGHI DEI DOT.RI GIACOMO, ALESSANDRO E BENEDETTA TORNAGHI SNC","Via Naz. Tiburtina, 159",10,Tivoli,Roma (RM),Lazio,F/9855,10827221002,"Via Naz. Tiburtina, 159, 00010 Tivoli, Italia"
"TORNAGHI DEI DOTTORI GIACOMO, ALESSANDRO E BENEDETTA TORNAGHI SNC","Via Maremmana Inferiore, 153",10,Guidonia montecelio,Roma (RM),Lazio,F/9879,10827221002,"Via Maremmana Inferiore, 153, 00010 Guidonia montecelio, Italia"
DEL LIDO EREDI MASTELLI SNC DI GIULIANI GIANNA E FIGLIE,"Via Giovanni Garau, 9 Ang.V.le Rep. Marinare",121,Roma,Roma (RM),Lazio,F/9607,01923391005,"Via Giovanni Garau, 9 Ang.V.le Rep. Marinare, 00121 Roma, Italia"
TRAVAGLINI DR. LUCA,"Via Cassia, 648/B",189,Roma,Roma (RM),Lazio,F/9701,01928070661,"Via Cassia, 648/B, 00189 Roma, Italia"
Farmacia Panetta-lorenzon S.n.c.,"Via Del Pavone, 52/54",63,Campagnano di roma,Roma (RM),Lazio,F/16596,14354031008,"Via Del Pavone, 52/54, 00063 Campagnano di roma, Italia"
CENTRALE DOTT. GIORGIO DI GIOACCHINO SAS,"Viale Cola di Rienzo, 124",192,Roma,Roma (RM),Lazio,F/9677,11702831006,"Viale Cola di Rienzo, 124, 00192 Roma, Italia"
NANNI SNC DI GUIDO E FRANCESCO NANNI,"Via Crescenzio, 59",193,Roma,Roma (RM),Lazio,F/9667,12723771007,"Via Crescenzio, 59, 00193 Roma, Italia"
PARIOLI DEL DR. RECCHI FRANCESCHINI RINALDO SAS,"Piazza Santiago del Cile, 23",197,Roma,Roma (RM),Lazio,F/9096,12726921005,"Piazza Santiago del Cile, 23, 00197 Roma, Italia"
COMUNALE SANTA CHELIDONIA SRL,"Contrada Misola, 6",28,Subiaco,Roma (RM),Lazio,F/18924,12761921001,"Contrada Misola, 6, 00028 Subiaco, Italia"
SILVESTRO II SNC,"Via Circonvallazione Cornelia, 289",167,Roma,Roma (RM),Lazio,F/9707,12574551003,"Via Circonvallazione Cornelia, 289, 00167 Roma, Italia"
GRAZIANI FRANCA,"Via Amerigo Chialastri, 1",33,Cave,Roma (RM),Lazio,F/18945,12776361003,"Via Amerigo Chialastri, 1, 00033 Cave, Italia"
"SANTA BARBARA SNC DI ALESSANDRA ROSSI, FRANCESCA E STEFANIA BROCCHIERI","Corso Garibaldi, 15",34,Colleferro,Roma (RM),Lazio,F/9844,13204931003,"Corso Garibaldi, 15, 00034 Colleferro, Italia"
GREGORIO XI DOTT. GAETANO CORDIO,"Via Gregorio XI, 134",166,Roma,Roma (RM),Lazio,F/9762,13209521007,"Via Gregorio XI, 134, 00166 Roma, Italia"
FARMACIA CASSIA GSM S.N.C.,"Via Cassia, 1661/1663",123,Roma,Roma (RM),Lazio,F/19413,14059021007,"Via Cassia, 1661/1663, 00123 Roma, Italia"
"FARMACIA VITINIA SNC DEI DR.RI VINCENZO FABIANI, MAURO RIETTI E ELISABETTA TOCCA","Via Sarsina, 57",127,Roma,Roma (RM),Lazio,F/19416,14071081005,"Via Sarsina, 57, 00127 Roma, Italia"
FARMACIA CORTINA D'AMPEZZO SAS,"Via dell'Acqua Traversa, 249",135,Roma,Roma (RM),Lazio,F/19422,14201811008,"Via dell'Acqua Traversa, 249, 00135 Roma, Italia"
BRIZZI DANIELE,"Via Mazzini, 82",30,Montelanico,Roma (RM),Lazio,F/9871,00054761002,"Via Mazzini, 82, 00030 Montelanico, Italia"
PACCHIAROTTI GIUSEPPE,"Via F. Delpino, 70",171,Roma,Roma (RM),Lazio,F/9301,01254840588,"Via F. Delpino, 70, 00171 Roma, Italia"
MARZOLI SAS DI FRANCESCA MARZOLI & C.,"Via Franco Sacchetti, 93",137,Roma,Roma (RM),Lazio,F/9243,12939581000,"Via Franco Sacchetti, 93, 00137 Roma, Italia"
TACCONI MAURO,"Via Prataporci, 4",132,Roma,Roma (RM),Lazio,F/9332,00782421002,"Via Prataporci, 4, 00132 Roma, Italia"
ZANDONADI PIETRINO,"Via della Vittoria, 8",30,Gavignano,Roma (RM),Lazio,F/9869,00850391004,"Via della Vittoria, 8, 00030 Gavignano, Italia"
LUCCIARINI SERGIO,"Via Angelo Viscogliosi, 42",155,Roma,Roma (RM),Lazio,F/9305,01382090585,"Via Angelo Viscogliosi, 42, 00155 Roma, Italia"
ERCOLANI CRISTINA,"Piazzale Clodio, 54",195,Roma,Roma (RM),Lazio,F/9683,09158331000,"Piazzale Clodio, 54, 00195 Roma, Italia"
ANIENE SAS DI PAOLO FABRIZI & C.,"Via Cimone, 119/a",141,Roma,Roma (RM),Lazio,F/9123,13089911005,"Via Cimone, 119/a, 00141 Roma, Italia"
DOMINICI RENATO,"Via G. Chiovenda, 88",173,Roma,Roma (RM),Lazio,F/9311,03067520589,"Via G. Chiovenda, 88, 00173 Roma, Italia"
VALLATI AUGUSTO E ALESSANDRO SNC,"Via Dino Penazzato, 83/E 83/F",177,Roma,Roma (RM),Lazio,F/9516,04937731000,"Via Dino Penazzato, 83/E 83/F, 00177 Roma, Italia"
PERETTI E SANTORI SNC,"Viale del Lavoro, 1",43,Ciampino,Roma (RM),Lazio,F/10033,05126081008,"Viale del Lavoro, 1, 00043 Ciampino, Italia"
RAMUNDO MONTARSOLO RAFFAELLA,"Via Torpignattara, 47",177,Roma,Roma (RM),Lazio,F/9443,09716710588,"Via Torpignattara, 47, 00177 Roma, Italia"
RICCARDI ENZO LUIGI,"Via Aldo Moro, 21",19,Tivoli,Roma (RM),Lazio,F/9648,10101381001,"Via Aldo Moro, 21, 00019 Tivoli, Italia"
BOLLE LUCIANA,"Via Nomentana, 501",13,Mentana,Roma (RM),Lazio,F/9932,10219490587,"Via Nomentana, 501, 00013 Mentana, Italia"
PAOLA TERESA RICCARDI snc,"Via Clemente X, 47",167,Roma,Roma (RM),Lazio,F/9728,10221921009,"Via Clemente X, 47, 00167 Roma, Italia"
ANGELETTI RUGGERO,"Via della Stazione di Ottavia, 96",135,Roma,Roma (RM),Lazio,F/9766,10223740589,"Via della Stazione di Ottavia, 96, 00135 Roma, Italia"
CLEMENTE XI SAS DELLA DR.SSA VALERIA BUI & C.,"Via Monti di Primavalle, 187",167,Roma,Roma (RM),Lazio,F/9781,10448121003,"Via Monti di Primavalle, 187, 00167 Roma, Italia"
GUARINO F. & C. SNC,"Via dell'Imbrecciato, 124",149,Roma,Roma (RM),Lazio,F/9633,04817521000,"Via dell'Imbrecciato, 124, 00149 Roma, Italia"
Burchieri Dr: Roberta,"Piazza Corte, 6",72,Ariccia,Roma (RM),Lazio,F/10043,01789850854,"Piazza Corte, 6, 00072 Ariccia, Italia"
LENTINI DI P. E M. LENTINI SNC,"Via del Forte Braschi, 20",167,Roma,Roma (RM),Lazio,F/9749,04567221009,"Via del Forte Braschi, 20, 00167 Roma, Italia"
POLVERINI GIULIANA & A.PAOLA SNC,"Via Federico Torre, 27/31",152,Roma,Roma (RM),Lazio,F/9626,04571751009,"Via Federico Torre, 27/31, 00152 Roma, Italia"
Fogliani Dei Dr.i Giancarlo E Ambrogio Fogliani Snc,"Via Veturia, 57",181,Roma,Roma (RM),Lazio,F/9502,04571771007,"Via Veturia, 57, 00181 Roma, Italia"
Santa Eurosia Snc Di Montecuollo Raffaele,"Via Napoli, 50",76,Lariano,Roma (RM),Lazio,F/9977,10747031002,"Via Napoli, 50, 00076 Lariano, Italia"
SCARFO' SAS DEL DR. SCARFO' GIOVANNI,"Via Silvio Spaventa, 10",40,Rocca di papa,Roma (RM),Lazio,F/9968,10750871005,"Via Silvio Spaventa, 10, 00040 Rocca di papa, Italia"
BUCCELLA DR. FILIPPO & C. SAS,Via Aurelia Km. 1297/1299,166,Roma,Roma (RM),Lazio,F/9644,05102341004,"Via Aurelia Km. 1297/1299, 00166 Roma, Italia"
FIUME BIANCO SNC,"Via Fiume Bianco, 46",144,Roma,Roma (RM),Lazio,F/9530,05445961005,"Via Fiume Bianco, 46, 00144 Roma, Italia"
CONTI DI VALENTINI LORENZO E GIUSEPPE SNC,"VIA C. BATTISTI, 88",19,Tivoli,Roma (RM),Lazio,F/9930,05096221006,"VIA C. BATTISTI, 88, 00019 Tivoli, Italia"
PELLEGRINI CLAUDIO,Centro Forum Stazione Termini,185,Roma,Roma (RM),Lazio,F/9174,06820270582,"Centro Forum Stazione Termini, 00185 Roma, Italia"
ABBATE SNC,"Via G. Cardano, 58",146,Roma,Roma (RM),Lazio,F/9654,05999741001,"Via G. Cardano, 58, 00146 Roma, Italia"
ORLANDI GIOVANNA,"Piazza Capranica, 96",186,Roma,Roma (RM),Lazio,F/9158,06002900584,"Piazza Capranica, 96, 00186 Roma, Italia"
KUTSCHERA FABRIZIO,"Via dello Stadio, 93",60,Sacrofano,Roma (RM),Lazio,F/9834,06300081004,"Via dello Stadio, 93, 00060 Sacrofano, Italia"
PELLEGRINO SALVATORE,"Via della Croce, 13",36,Palestrina,Roma (RM),Lazio,F/9943,06366991005,"Via della Croce, 13, 00036 Palestrina, Italia"
PARCO LEONARDO PHARMAMEF SRL,"Via Bramante, 49",54,Fiumicino,Roma (RM),Lazio,F/18433,02175570684,"Via Bramante, 49, 00054 Fiumicino, Italia"
DELLE FRATTE ANDREA,"Viale di Valle Aurelia, 73 A/B",167,Roma,Roma (RM),Lazio,F/9688,07496451001,"Viale di Valle Aurelia, 73 A/B, 00167 Roma, Italia"
GERARDINI RENATA,"Via R. R. Pereira, 217/a",136,Roma,Roma (RM),Lazio,F/9716,07642400589,"Via R. R. Pereira, 217/a, 00136 Roma, Italia"
SAN BARTOLOMEO DEI DR.I A. & G. TASSONE SNC,"Piazza Amico D'Arsoli, 2/A",23,Arsoli,Roma (RM),Lazio,F/9936,07700511004,"Piazza Amico D'Arsoli, 2/A, 00023 Arsoli, Italia"
ORMEA DEI DR.I MARIELLA E GIAN BATTISTA ORMEA SNC,"Via Salaria, 84/86/88",198,Roma,Roma (RM),Lazio,F/9239,07754091002,"Via Salaria, 84/86/88, 00198 Roma, Italia"
PIAZZA LECCE SNC DEL DR. ERNESTO ROSSI,"Piazza Lecce, 13/14",161,Roma,Roma (RM),Lazio,F/9093,07815840637,"Piazza Lecce, 13/14, 00161 Roma, Italia"
INFANTINO SALVATORE,"Piazza della Vittoria, 4",25,Gerano,Roma (RM),Lazio,F/9862,07852201008,"Piazza della Vittoria, 4, 00025 Gerano, Italia"
ABUDI LINDA,"Via Collatina, 112",177,Roma,Roma (RM),Lazio,F/9489,08670340580,"Via Collatina, 112, 00177 Roma, Italia"
UMBRA SNC DI GIANFRANCO CIDONIO E CRISTINA CIDONIO,"Via Tuscolana, 285",181,Roma,Roma (RM),Lazio,F/9418,08746591000,"Via Tuscolana, 285, 00181 Roma, Italia"
Grilli Angela,"Via Flaminia, 115/117",196,Roma,Roma (RM),Lazio,F/9201,08814600584,"Via Flaminia, 115/117, 00196 Roma, Italia"
EREDI SIMEONI LUIGI,"Via Rapagnano, 2",138,Roma,Roma (RM),Lazio,F/9098,08932711008,"Via Rapagnano, 2, 00138 Roma, Italia"
REPUBBLICA DI CRISTINA ED ILEANA BARLETTA SNC,"Piazza della Repubblica, 67",185,Roma,Roma (RM),Lazio,F/9274,09028921006,"Piazza della Repubblica, 67, 00185 Roma, Italia"
SALSANO DI BASSO G. E M.R. SNC,"Via della Farnesina, 145/147",194,Roma,Roma (RM),Lazio,F/9741,04364861007,"Via della Farnesina, 145/147, 00194 Roma, Italia"
FOCACCIA SILVANO & C. SNC,"Via G. De Calvi, 12",151,Roma,Roma (RM),Lazio,F/9623,04365431008,"Via G. De Calvi, 12, 00151 Roma, Italia"
RAPISARDA RIZZO OLIMPIA & C. SNC,"Via Aurelia, 670/D",165,Roma,Roma (RM),Lazio,F/9686,09182641002,"Via Aurelia, 670/D, 00165 Roma, Italia"
DE ANGELIS AMALIA,"Via Gramsci, 1",197,Roma,Roma (RM),Lazio,F/9219,09497560582,"Via Gramsci, 1, 00197 Roma, Italia"
LOLLI LUCA,"Via Della Massimilla, 174/176",166,Roma,Roma (RM),Lazio,F/18650,09509841004,"Via Della Massimilla, 174/176, 00166 Roma, Italia"
SANTONI SAS DEL DR. FRANCO SANTONI & C.,"Via Olanda, 2",40,Pomezia,Roma (RM),Lazio,F/10029,11106261008,"Via Olanda, 2, 00040 Pomezia, Italia"
MARTINO SNC,"Via G.A. Sartorio, 34(Ang.P.za Lante 32)",147,Roma,Roma (RM),Lazio,F/9490,11221571000,"Via G.A. Sartorio, 34(Ang.P.za Lante 32), 00147 Roma, Italia"
"ALTOBELLI SAS DEI DR. D. ALTOBELLI, A. FIRRIOLO & C","Corso Italia, 92",11,Guidonia montecelio,Roma (RM),Lazio,F/9951,11498151007,"Corso Italia, 92, 00011 Guidonia montecelio, Italia"
SAMPERI LAURA,"Largo Gaetano La Loggia, 35",149,Roma,Roma (RM),Lazio,F/9637,10118730588,"Largo Gaetano La Loggia, 35, 00149 Roma, Italia"
