Denominazione,Indirizzo,CAP,Comune,Provincia,Regione,Codice_univoco,Partita_IVA,Direccion_completa
SORRENTINO UGO,"Via Cassia, 840",189,Roma,Roma (RM),Lazio,F/9696,12493391002,"Via Cassia, 840, 00189 Roma, Italia"
SAN MARCO DOTT. GIULIO PALMIERI,"Via Aosta, 89 Ang. Via Taranto, 60",182,Roma,Roma (RM),Lazio,F/9437,8613161002,"Via Aosta, 89 Ang. Via Taranto, 60, 00182 Roma, Italia"
FLORIO MARIASSUNTA,"Via Radicofani, 147",138,Roma,Roma (RM),Lazio,F/9185,7737160585,"Via Radicofani, 147, 00138 Roma, Italia"
FORCELLESE LUCIA,"Via Casola Valsenio, 10",127,Roma,Roma (RM),Lazio,F/9480,9274211003,"Via Casola Valsenio, 10, 00127 Roma, Italia"
FRANCHI DI ADA FRANCHI & C. SNC,"Via Tuscolana, 182-184-186 ang. Largo Saluzzo, 1",182,Roma,Roma (RM),Lazio,F/9426,8559201002,"Via Tuscolana, 182-184-186 ang. Largo Saluzzo, 1, 00182 Roma, Italia"
TRASTEVERE DI LUCIANA FRANCONE & C. SNC,"Viale Trastevere, 80/f",153,Roma,Roma (RM),Lazio,F/9171,9161691002,"Viale Trastevere, 80/f, 00153 Roma, Italia"
FRATELLI MARCHETTI SNC,"Piazza dei Mirti, 1",172,Roma,Roma (RM),Lazio,F/9291,4356811002,"Piazza dei Mirti, 1, 00172 Roma, Italia"
GALENO DI PASQUALE CATALANO SNC,"Via Cogoleto, 100/102",168,Roma,Roma (RM),Lazio,F/9745,9157191009,"Via Cogoleto, 100/102, 00168 Roma, Italia"
GALEPPI VITO,"Via Acaia, 49",183,Roma,Roma (RM),Lazio,F/9403,423850585,"Via Acaia, 49, 00183 Roma, Italia"
GALIMI WALTER,"Via Val di Cogne, 4",141,Roma,Roma (RM),Lazio,F/9189,8138190585,"Via Val di Cogne, 4, 00141 Roma, Italia"
GALLO SILVIA,"Piazza Castrolibero, 18 (Ang.Via Rocca Imperiale)",40,Roma,Roma (RM),Lazio,F/9402,7264751004,"Piazza Castrolibero, 18 (Ang.Via Rocca Imperiale), 00040 Roma, Italia"
APPIO D.SSA BARBARA GAONI,"Via Appio Claudio, 306",174,Roma,Roma (RM),Lazio,F/9393,6283221007,"Via Appio Claudio, 306, 00174 Roma, Italia"
GAONI DI PAOLO E ROBERTA GAONI SNC,"Viale Medaglie D'Oro, 417",136,Roma,Roma (RM),Lazio,F/9768,4676731005,"Viale Medaglie D'Oro, 417, 00136 Roma, Italia"
GAONI RAFFAELLA,"Via Tommaso da Celano, 27/c",179,Roma,Roma (RM),Lazio,F/9506,12661241005,"Via Tommaso da Celano, 27/c, 00179 Roma, Italia"
GARSIA EDDA,"Via Tibero Imperatore, 53",145,Roma,Roma (RM),Lazio,F/9430,1414110583,"Via Tibero Imperatore, 53, 00145 Roma, Italia"
CICERONE PIETRO,"Via Ostiense, 53",154,Roma,Roma (RM),Lazio,F/9524,13945781006,"Via Ostiense, 53, 00154 Roma, Italia"
GIMIGLIANO ANNA,"Via Giacomo Biga, 10",154,Roma,Roma (RM),Lazio,F/9456,7761331003,"Via Giacomo Biga, 10, 00154 Roma, Italia"
GIORDANI PIERMARINO,"Piazza Farnese, 42",186,Roma,Roma (RM),Lazio,F/9235,9885280587,"Piazza Farnese, 42, 00186 Roma, Italia"
GIORGI GIANFRANCO,"Via Massa di S. Giuliano, 260",10,Roma,Roma (RM),Lazio,F/9329,349401000,"Via Massa di S. Giuliano, 260, 00010 Roma, Italia"
GIROTTI FILIPPO,"Via Alessandria, 101",198,Roma,Roma (RM),Lazio,F/9245,10124950584,"Via Alessandria, 101, 00198 Roma, Italia"
TOMA DELLA DR.SSA GRAZIOSI ALESSANDRA,"Via delle Baleniere, 139",121,Roma,Roma (RM),Lazio,F/9658,6427251001,"Via delle Baleniere, 139, 00121 Roma, Italia"
CHIMENTI BRUNO,"Via Migiurtina, 43/45",199,Roma,Roma (RM),Lazio,F/9101,949980585,"Via Migiurtina, 43/45, 00199 Roma, Italia"
CIANCI GIUSEPPE,"Via Polia, 12-14",178,Roma,Roma (RM),Lazio,F/9334,7738870588,"Via Polia, 12-14, 00178 Roma, Italia"
CIOTTI ALESSANDRA,"Piazza di Trevi, 89",187,Roma,Roma (RM),Lazio,F/9100,9052501005,"Piazza di Trevi, 89, 00187 Roma, Italia"
COCCI AMALIA MARIA VITTORIA,"Via Cassia, 1346/1348",123,Roma,Roma (RM),Lazio,F/9700,5115770587,"Via Cassia, 1346/1348, 00123 Roma, Italia"
COLAPINTO SAS DR.SSA COLAPINTO FRANCESCA SOFIA,"Via Pietro Maffi, 74 A e B",168,Roma,Roma (RM),Lazio,F/9682,9204301007,"Via Pietro Maffi, 74 A e B, 00168 Roma, Italia"
COLLI ALBANI,"Via Rocca Priora, 60",179,Roma,Roma (RM),Lazio,F/9539,10887190584,"Via Rocca Priora, 60, 00179 Roma, Italia"
PETITTO GIANLUIGI,"Via della Pisana, 370-Edificio E-Negozio A",163,Roma,Roma (RM),Lazio,F/9596,5719880584,"Via della Pisana, 370-Edificio E-Negozio A, 00163 Roma, Italia"
DAGUI' SILVESTRO,"Via Giuseppe De Nava, 9",139,Roma,Roma (RM),Lazio,F/9226,9667180583,"Via Giuseppe De Nava, 9, 00139 Roma, Italia"
D'ALESSANDRO SILVIA,"Via dei Malatesta, 5 a/b",164,Roma,Roma (RM),Lazio,F/9645,10480660587,"Via dei Malatesta, 5 a/b, 00164 Roma, Italia"
DAVANZO FRANCESCO,"Via Ponzio Cominio, 29/a - 29/b",175,Roma,Roma (RM),Lazio,F/9358,9608940582,"Via Ponzio Cominio, 29/a - 29/b, 00175 Roma, Italia"
IPPOCRATE SNC DI FRANCESCO MARIA DE BELLA E C.,"Via D. Morichini, 24/26",161,Roma,Roma (RM),Lazio,F/9108,12668721009,"Via D. Morichini, 24/26, 00161 Roma, Italia"
DE BERARDINIS MARIO,"Via Pescaglia, 29",146,Roma,Roma (RM),Lazio,F/9619,9245800587,"Via Pescaglia, 29, 00146 Roma, Italia"
DE CESARIS EMILIA,"Via S. Giovanni Bosco, 91",175,Roma,Roma (RM),Lazio,F/9366,9640880580,"Via S. Giovanni Bosco, 91, 00175 Roma, Italia"
DELLE ROBINIE SAS DI DI GIACOMANTONIO FRANCO & C.,"Via delle Robinie, 81-81a",172,Roma,Roma (RM),Lazio,F/9401,8423181000,"Via delle Robinie, 81-81a, 00172 Roma, Italia"
DESSI,"Via Tuscolana, 991",174,Roma,Roma (RM),Lazio,F/9384,10658660583,"Via Tuscolana, 991, 00174 Roma, Italia"
PONZI ENNIO SAS,"Piazza Massa Carrara, 9",162,Roma,Roma (RM),Lazio,F/9135,10182371004,"Piazza Massa Carrara, 9, 00162 Roma, Italia"
PONZI ENNIO SAS,"Via di Torrenova, 155/d",133,Roma,Roma (RM),Lazio,F/9347,10182371004,"Via di Torrenova, 155/d, 00133 Roma, Italia"
ENNIO PONZI SAS,"Via Tor Vergata, 67",133,Roma,Roma (RM),Lazio,F/9364,10182371004,"Via Tor Vergata, 67, 00133 Roma, Italia"
MARSALA FRANCESCO & C. SAS,"Piazza Montecastrilli, 13",181,Roma,Roma (RM),Lazio,F/9531,10476710586,"Piazza Montecastrilli, 13, 00181 Roma, Italia"
DI PALMA SAS,"Via Mozart, 59",159,Roma,Roma (RM),Lazio,F/9323,13564831009,"Via Mozart, 59, 00159 Roma, Italia"
DI SALVIA DEL DR. DI SALVIA MICHELE E .C SAS,"Via Augusto Dulceri, 19",176,Roma,Roma (RM),Lazio,F/9547,11172931005,"Via Augusto Dulceri, 19, 00176 Roma, Italia"
SAN GODENZO SAS DR. EMILIO GABELLA & C.,"ViaCassia, 534",189,Roma,Roma (RM),Lazio,F/9705,10736391003,"ViaCassia, 534, 00189 Roma, Italia"
ARRIGHI DEL DR. LUIGI NAVA,"Via Avicenna, 8/10",146,Roma,Roma (RM),Lazio,F/9567,7526681007,"Via Avicenna, 8/10, 00146 Roma, Italia"
SANT'ANNA - ARRIGHI PAOLA,"Largo Enea Bortolotti, 1",146,Roma,Roma (RM),Lazio,F/9447,4808300588,"Largo Enea Bortolotti, 1, 00146 Roma, Italia"
BASTA FRANCESCO VITTORIO DI BASTA FRANCESCO VITTORIO & C S.A.S.,"Piazza Roselle, 1",179,Roma,Roma (RM),Lazio,F/9560,13116051007,"Piazza Roselle, 1, 00179 Roma, Italia"
PONTELUNGO SAS DI ANDREA BARTOLE,"Piazza Finocchiaro Aprile, 13/14",181,Roma,Roma (RM),Lazio,F/9449,9208911009,"Piazza Finocchiaro Aprile, 13/14, 00181 Roma, Italia"
BARTULI MAURO,"Via Appia Nuova, 405",181,Roma,Roma (RM),Lazio,F/9415,9306111007,"Via Appia Nuova, 405, 00181 Roma, Italia"
S. BASILIO,"Via Morrovalle, 10/16",156,Roma,Roma (RM),Lazio,F/9288,8825451001,"Via Morrovalle, 10/16, 00156 Roma, Italia"
MAZZANTINI ALESSANDRA,"Via Sant'Angela Merici, 69",162,Roma,Roma (RM),Lazio,F/9273,8289171004,"Via Sant'Angela Merici, 69, 00162 Roma, Italia"
BATTISTINI,"Viale dei Colli Portuensi, 475",151,Roma,Roma (RM),Lazio,F/9653,6116831006,"Viale dei Colli Portuensi, 475, 00151 Roma, Italia"
BROCCHIERI DI GIGLIOLA E LAURA BROCCHIERI SNC,"Via Taranto, 162",182,Roma,Roma (RM),Lazio,F/9446,7016431004,"Via Taranto, 162, 00182 Roma, Italia"
FARMACIA AVANZATI & PETITTO SNC,"Viale Gaetano Arturo Crocco, 21",148,Roma,Roma (RM),Lazio,F/19421,14091131004,"Viale Gaetano Arturo Crocco, 21, 00148 Roma, Italia"
FARMACIA PARCO DELLE SABINE SNC,"Via Monte Giberto, 23",138,Roma,Roma (RM),Lazio,F/19427,14099651003,"Via Monte Giberto, 23, 00138 Roma, Italia"
FARMACIA ESCHILO S.N.C.,"Via Eschilo, 80/E",125,Roma,Roma (RM),Lazio,F/19435,14169141000,"Via Eschilo, 80/E, 00125 Roma, Italia"
"FARMACIA FEDERICO S.N.C. DEI DOTTORI RODOLFO, STEFANO E DANIELE FEDERICO","Via Prenestina, 686d-692-694",155,Roma,Roma (RM),Lazio,F/19446,14027291005,"Via Prenestina, 686d-692-694, 00155 Roma, Italia"
FARMACIA FORTE BRAVETTA DELLE DOTT.SSE TICCA E MANGANIELLO S.N.C .,"Via di Bravetta, 768",164,Roma,Roma (RM),Lazio,F/19448,14139381009,"Via di Bravetta, 768, 00164 Roma, Italia"
IURLO MARIO & C. SNC,"Via Isola Farnese, 4",123,Roma,Roma (RM),Lazio,F/9757,4560911002,"Via Isola Farnese, 4, 00123 Roma, Italia"
EREDI DR.SCOPIGNO ALDO SNC,"Largo Russell, 11",156,Roma,Roma (RM),Lazio,F/9370,4656331008,"Largo Russell, 11, 00156 Roma, Italia"
TORLONIA SNC DEI DR.I LUCILLA PALMESANO E VINCENZO IENNACO,"Via Alessandro Torlonia, 1/b",161,Roma,Roma (RM),Lazio,F/9265,5250131215,"Via Alessandro Torlonia, 1/b, 00161 Roma, Italia"
DI NARDO STEFANO,"Viale Colli Portuensi, 30/32",151,Roma,Roma (RM),Lazio,F/9663,6818291004,"Viale Colli Portuensi, 30/32, 00151 Roma, Italia"
GALLIA SAS DEL DOTT. EMILIO VISCA & C.,"Via Gallia, 102 - 104",183,Roma,Roma (RM),Lazio,F/9406,12180761004,"Via Gallia, 102 - 104, 00183 Roma, Italia"
MANGLAVITI MARIA PIA,"Via Elio Chianesi, 134",128,Roma,Roma (RM),Lazio,F/9452,7685321007,"Via Elio Chianesi, 134, 00128 Roma, Italia"
GIULIO CESARE,"Viale Giulio Cesare, 209/211",192,Roma,Roma (RM),Lazio,F/9674,7948261008,"Viale Giulio Cesare, 209/211, 00192 Roma, Italia"
CALUORI SNC DI LUCIA E CARLA CALUORI,"Piazzale Provincie, 8/a",162,Roma,Roma (RM),Lazio,F/9168,5908751000,"Piazzale Provincie, 8/a, 00162 Roma, Italia"
SANTA RITA DELLA DR.SSA MIGLIORINO RITA & C. SAS,"Via Val Maira, 11/13/15",141,Roma,Roma (RM),Lazio,F/9267,6613421004,"Via Val Maira, 11/13/15, 00141 Roma, Italia"
FETTARAPPA MARINA,"Via P. De Calboli, 12",195,Roma,Roma (RM),Lazio,F/9718,8069020587,"Via P. De Calboli, 12, 00195 Roma, Italia"
MONTI TIBURTINI,"Via Monti Tiburtini, 598",157,Roma,Roma (RM),Lazio,F/9308,12657381005,"Via Monti Tiburtini, 598, 00157 Roma, Italia"
DR.SSA LOREDANA LOMBARDI BOCCIA,"Viale Filippo Tommaso Marinetti, 211",143,Roma,Roma (RM),Lazio,F/9416,13745491004,"Viale Filippo Tommaso Marinetti, 211, 00143 Roma, Italia"
Farmacia Vallerano S.n.c. Di Ricci Bartoloni Giuliana E Tagliaferri Patrizio Maria,"Via Di Vallerano, 80",128,Roma,Roma (RM),Lazio,F/19393,14026501008,"Via Di Vallerano, 80, 00128 Roma, Italia"
COLLATINA NUOVA SNC DI DANIELA CRESCENZI-LUCETTA FRANCIONE,"Via Collatina, 29/A",177,Roma,Roma (RM),Lazio,F/9477,10249791004,"Via Collatina, 29/A, 00177 Roma, Italia"
COLAPINTO ISABELLA,"Piazza Capecelatro, 7",168,Roma,Roma (RM),Lazio,F/9680,11220531005,"Piazza Capecelatro, 7, 00168 Roma, Italia"
DI SALVO ANTONELLA,"Viale dei Quattro Venti, 160 A",152,Roma,Roma (RM),Lazio,F/9595,12008631009,"Viale dei Quattro Venti, 160 A, 00152 Roma, Italia"
DIVINA PROVVIDENZA DEL DR. LIMONE BRACCO ANDREA SAS,"Via Vezio Crisafulli, 2/8",166,Roma,Roma (RM),Lazio,F/9138,13411191003,"Via Vezio Crisafulli, 2/8, 00166 Roma, Italia"
"Farmacia Torresina Dei Dottori Russo Giuseppe,De Angelis Lucio Mario E Gargiulo Caramela S.n.c","Via Ruggero Orlando, 46/48",168,Roma,Roma (RM),Lazio,F/19428,14005841003,"Via Ruggero Orlando, 46/48, 00168 Roma, Italia"
M & T ROMA FARMACIE DI MARIANI NATALINO & C. SAS,"Via Lorenzo il Magnifico, 60",162,Roma,Roma (RM),Lazio,F/9215,10233851004,"Via Lorenzo il Magnifico, 60, 00162 Roma, Italia"
M&T ROMA FARMACIE DI MARIANI NATALINO & C. SAS,"Via Livorno, 27/a",162,Roma,Roma (RM),Lazio,F/9228,10233851004,"Via Livorno, 27/a, 00162 Roma, Italia"
ANNIBALDI AMERICO,"Via Baldo degli Ubaldi, 196/B",167,Roma,Roma (RM),Lazio,F/9754,9858860589,"Via Baldo degli Ubaldi, 196/B, 00167 Roma, Italia"
Farmacia Dott. Zelli Mauro S.r.l.,"Via Di Valle Melania, 151",139,Roma,Roma (RM),Lazio,F/9128,13187571008,"Via Di Valle Melania, 151, 00139 Roma, Italia"
MASCIOTTA AGOSTINO,"Via Pippo Tamburri, 2 a",169,Roma,Roma (RM),Lazio,F/9335,7947770587,"Via Pippo Tamburri, 2 a, 00169 Roma, Italia"
EREDI DI LEO DEL DR. PASQUALE DI LEO & C. SNC,"Via Prenestina, 279/281/281A",177,Roma,Roma (RM),Lazio,F/9424,8147261005,"Via Prenestina, 279/281/281A, 00177 Roma, Italia"
BENASSAI PIER DOMENICO,"Viale Quattro venti, 73/b/c",152,Roma,Roma (RM),Lazio,F/9612,8872970580,"Viale Quattro venti, 73/b/c, 00152 Roma, Italia"
SERLENGA TOMMASO,"Via Ettore Romagnoli, 76/78",137,Roma,Roma (RM),Lazio,F/9103,2386100586,"Via Ettore Romagnoli, 76/78, 00137 Roma, Italia"
EREDI TRAINA SNC DI DANIELE E ANTONELLA MARCHI,"Via Donna Olimpia, 194",152,Roma,Roma (RM),Lazio,F/9609,12267951007,"Via Donna Olimpia, 194, 00152 Roma, Italia"
TRE FONTANE,"Via Benedetto Croce, 149/151/153",142,Roma,Roma (RM),Lazio,F/9493,12971941005,"Via Benedetto Croce, 149/151/153, 00142 Roma, Italia"
DELLA SCROFA SAS DELLA DR.SSA B. CONTARDI & C.,"Piazza Cardelli, 6/A",186,Roma,Roma (RM),Lazio,F/9252,8577461000,"Piazza Cardelli, 6/A, 00186 Roma, Italia"
CUPPOLETTI LILIANA,"Via Amico Aspertini, 219",133,Roma,Roma (RM),Lazio,F/9346,8956690583,"Via Amico Aspertini, 219, 00133 Roma, Italia"
MAJONE DI AMALIA MAJONE E LUCIANA MAJONE E C. SNC,"Piazza S. Pierdamiani, 40",125,Roma,Roma (RM),Lazio,F/9590,9567611000,"Piazza S. Pierdamiani, 40, 00125 Roma, Italia"
BASCHIERI FRANCESCO,"Via L. Settembrini, 29/31",195,Roma,Roma (RM),Lazio,F/9747,9617440582,"Via L. Settembrini, 29/31, 00195 Roma, Italia"
TORELLI SAS DI TORELLI MARIA GRAZIA,"Via Mattia Battistini, 67",167,Roma,Roma (RM),Lazio,F/9694,9633841003,"Via Mattia Battistini, 67, 00167 Roma, Italia"
STRAMPELLI SAS,"Via S. Croce in Gerusalemme, 22/A",185,Roma,Roma (RM),Lazio,F/9109,11591621005,"Via S. Croce in Gerusalemme, 22/A, 00185 Roma, Italia"
POMPILI POMPILIO DR. VITTORIO,"Via dei Glicini, 44 a/d",172,Roma,Roma (RM),Lazio,F/9376,11674201006,"Via dei Glicini, 44 a/d, 00172 Roma, Italia"
FARMACIA BENNI DEL DOTT. BENNI LUIGI & C. - SOCIETA' IN ACCOMANDITA SEMPLICE,"Via dei Romagnoli, 753",119,Roma,Roma (RM),Lazio,F/9646,5380541002,"Via dei Romagnoli, 753, 00119 Roma, Italia"
VILLARI ALESSANDRA,"Via dei Colli Portuensi, 310/A",151,Roma,Roma (RM),Lazio,F/9618,6466610729,"Via dei Colli Portuensi, 310/A, 00151 Roma, Italia"
ILLUMINATI E DE LILLO SNC,"Piazza Irnerio, 40-41",165,Roma,Roma (RM),Lazio,F/9786,6540801005,"Piazza Irnerio, 40-41, 00165 Roma, Italia"
VILLA CARPEGNA DELLA DR.SSA RITA LA TORRE & C. SNC,"Via Madonna del Riposo, 121",165,Roma,Roma (RM),Lazio,F/9837,6293271000,"Via Madonna del Riposo, 121, 00165 Roma, Italia"
DEL CIMENTO DOTT. ANGELO IZZO,"Via Accademia del Cimento, 16",147,Roma,Roma (RM),Lazio,F/9557,7072701001,"Via Accademia del Cimento, 16, 00147 Roma, Italia"
LINO SNC DELLE DR.SSE LORELLA E SABRINA LINO,"Viale Anicio Gallo, 154",174,Roma,Roma (RM),Lazio,F/9385,7199201000,"Viale Anicio Gallo, 154, 00174 Roma, Italia"
CENTRALE DOTT. GIORGIO DI GIOACCHINO SAS,"Viale Cola di Rienzo, 124",192,Roma,Roma (RM),Lazio,F/9677,11702831006,"Viale Cola di Rienzo, 124, 00192 Roma, Italia"
NANNI SNC DI GUIDO E FRANCESCO NANNI,"Via Crescenzio, 59",193,Roma,Roma (RM),Lazio,F/9667,12723771007,"Via Crescenzio, 59, 00193 Roma, Italia"
SILVESTRO II SNC,"Via Circonvallazione Cornelia, 289",167,Roma,Roma (RM),Lazio,F/9707,12574551003,"Via Circonvallazione Cornelia, 289, 00167 Roma, Italia"
GREGORIO XI DOTT. GAETANO CORDIO,"Via Gregorio XI, 134",166,Roma,Roma (RM),Lazio,F/9762,13209521007,"Via Gregorio XI, 134, 00166 Roma, Italia"
FARMACIA CASSIA GSM S.N.C.,"Via Cassia, 1661/1663",123,Roma,Roma (RM),Lazio,F/19413,14059021007,"Via Cassia, 1661/1663, 00123 Roma, Italia"
"FARMACIA VITINIA SNC DEI DR.RI VINCENZO FABIANI, MAURO RIETTI E ELISABETTA TOCCA","Via Sarsina, 57",127,Roma,Roma (RM),Lazio,F/19416,14071081005,"Via Sarsina, 57, 00127 Roma, Italia"
FARMACIA CORTINA D'AMPEZZO SAS,"Via dell'Acqua Traversa, 249",135,Roma,Roma (RM),Lazio,F/19422,14201811008,"Via dell'Acqua Traversa, 249, 00135 Roma, Italia"
GALIZIA LETIZIA,"Via di Pietralata, 272/B",158,Roma,Roma (RM),Lazio,F/9377,9438331002,"Via di Pietralata, 272/B, 00158 Roma, Italia"
D'AMICIS DR. ANDREA,"Via L. Ruspoli, 57",149,Roma,Roma (RM),Lazio,F/9622,9532940583,"Via L. Ruspoli, 57, 00149 Roma, Italia"
DEL LIDO EREDI MASTELLI SNC DI GIULIANI GIANNA E FIGLIE,"Via Giovanni Garau, 9 Ang.V.le Rep. Marinare",121,Roma,Roma (RM),Lazio,F/9607,1923391005,"Via Giovanni Garau, 9 Ang.V.le Rep. Marinare, 00121 Roma, Italia"
TRAVAGLINI DR. LUCA,"Via Cassia, 648/B",189,Roma,Roma (RM),Lazio,F/9701,1928070661,"Via Cassia, 648/B, 00189 Roma, Italia"
PARIOLI DEL DR. RECCHI FRANCESCHINI RINALDO SAS,"Piazza Santiago del Cile, 23",197,Roma,Roma (RM),Lazio,F/9096,12726921005,"Piazza Santiago del Cile, 23, 00197 Roma, Italia"
TACCONI MAURO,"Via Prataporci, 4",132,Roma,Roma (RM),Lazio,F/9332,782421002,"Via Prataporci, 4, 00132 Roma, Italia"
PACCHIAROTTI GIUSEPPE,"Via F. Delpino, 70",171,Roma,Roma (RM),Lazio,F/9301,1254840588,"Via F. Delpino, 70, 00171 Roma, Italia"
MARZOLI SAS DI FRANCESCA MARZOLI & C.,"Via Franco Sacchetti, 93",137,Roma,Roma (RM),Lazio,F/9243,12939581000,"Via Franco Sacchetti, 93, 00137 Roma, Italia"
ERCOLANI CRISTINA,"Piazzale Clodio, 54",195,Roma,Roma (RM),Lazio,F/9683,9158331000,"Piazzale Clodio, 54, 00195 Roma, Italia"
ANIENE SAS DI PAOLO FABRIZI & C.,"Via Cimone, 119/a",141,Roma,Roma (RM),Lazio,F/9123,13089911005,"Via Cimone, 119/a, 00141 Roma, Italia"
LUCCIARINI SERGIO,"Via Angelo Viscogliosi, 42",155,Roma,Roma (RM),Lazio,F/9305,1382090585,"Via Angelo Viscogliosi, 42, 00155 Roma, Italia"
DOMINICI RENATO,"Via G. Chiovenda, 88",173,Roma,Roma (RM),Lazio,F/9311,3067520589,"Via G. Chiovenda, 88, 00173 Roma, Italia"
FALLETTA SERAFINA,"Via F. A. Gualterio, 50/c",139,Roma,Roma (RM),Lazio,F/9131,3067530588,"Via F. A. Gualterio, 50/c, 00139 Roma, Italia"
PARISI SNC DEI DOTTORI ALESSANDRO E SILVIA PARISI,"Viale Gorizia, 56/58",198,Roma,Roma (RM),Lazio,F/9251,5626951007,"Viale Gorizia, 56/58, 00198 Roma, Italia"
VALLATI AUGUSTO E ALESSANDRO SNC,"Via Dino Penazzato, 83/E 83/F",177,Roma,Roma (RM),Lazio,F/9516,4937731000,"Via Dino Penazzato, 83/E 83/F, 00177 Roma, Italia"
VIGNA CLARA DR.SSE BIANCA MARIA E GIACINTA MANUELA BULLIO SNC,"Largo Vigna Stelluti, 34/35/36",191,Roma,Roma (RM),Lazio,F/9673,9051551001,"Largo Vigna Stelluti, 34/35/36, 00191 Roma, Italia"
SOFIA ANGELA ANTONIA,"Largo Bargellini, 35",142,Roma,Roma (RM),Lazio,F/9178,7433910580,"Largo Bargellini, 35, 00142 Roma, Italia"
GEMELLI DRSSA RICCIARDI ADRIAN,"Largo A. Gemelli, 11",168,Roma,Roma (RM),Lazio,F/9753,10234680584,"Largo A. Gemelli, 11, 00168 Roma, Italia"
Farmacia Passalacqua S.a.s.,"Via Ugo Ojetti, 412/a",137,Roma,Roma (RM),Lazio,F/9186,10514281004,"Via Ugo Ojetti, 412/a, 00137 Roma, Italia"
ETRURIA DEL DOTT. REDINI MICHELE,"Via Britannia, 2/4/6",183,Roma,Roma (RM),Lazio,F/9529,8443161008,"Via Britannia, 2/4/6, 00183 Roma, Italia"
RIZZO DELLE DR.SSE RIZZO DONATELLA E DANIELA SNC,"Via Monti della Valchetta, 74-76-76/A-76/B",188,Roma,Roma (RM),Lazio,F/9729,9321321003,"Via Monti della Valchetta, 74-76-76/A-76/B, 00188 Roma, Italia"
CALVANI SNC DI CASELLI SERGIO E CIAMBELLINI MAURIZIO,"Via Radicofani, 206/a (B.ta Fidene)",138,Roma,Roma (RM),Lazio,F/9110,9575261004,"Via Radicofani, 206/a (B.ta Fidene), 00138 Roma, Italia"
CUTTANO ANNA MARIA,"Piazza Crati, 27",199,Roma,Roma (RM),Lazio,F/9227,9669880586,"Piazza Crati, 27, 00199 Roma, Italia"
RAMUNDO MONTARSOLO UMBERTO,"Via Tiburtina, 437",159,Roma,Roma (RM),Lazio,F/9391,10884760587,"Via Tiburtina, 437, 00159 Roma, Italia"
TOMASELLI FRANCO,"Viale Beata Vergine del Carmelo, 73",144,Roma,Roma (RM),Lazio,F/9453,5665110580,"Viale Beata Vergine del Carmelo, 73, 00144 Roma, Italia"
ELMO VITTORIA,"Via della Marranella, 41",176,Roma,Roma (RM),Lazio,F/9559,7153361006,"Via della Marranella, 41, 00176 Roma, Italia"
ONOFRI DANIELA,"Via di Valle Muricana, 369",188,Roma,Roma (RM),Lazio,F/9715,7345350586,"Via di Valle Muricana, 369, 00188 Roma, Italia"
RIPETTA DR. CAMPONESCHI CLAUDIO,"Via Ripetta, 254-255",186,Roma,Roma (RM),Lazio,F/9179,7404500584,"Via Ripetta, 254-255, 00186 Roma, Italia"
ALICICCO DEI DR.I M. ALICICCO E M. PANATTONI SNC,"Via Tibullo, 4",193,Roma,Roma (RM),Lazio,F/9756,7558731001,"Via Tibullo, 4, 00193 Roma, Italia"
GIANNANGELI DR. MATTEO,"Piazza Benedetto Cairoli, 5",186,Roma,Roma (RM),Lazio,F/9132,11164651009,"Piazza Benedetto Cairoli, 5, 00186 Roma, Italia"
7CAMINI DOTT. ALBERTO & VALERIO CAMERUCCI SAS,"Via Casal Bianco, 147 ang. Via Settecamini",131,Roma,Roma (RM),Lazio,F/9285,11907951005,"Via Casal Bianco, 147 ang. Via Settecamini, 00131 Roma, Italia"
ANDRICOPULU DR.SSA KLIO,"Via del Pigneto, 108 e/f",176,Roma,Roma (RM),Lazio,F/9442,13125271000,"Via del Pigneto, 108 e/f, 00176 Roma, Italia"
RISORGIMENTO SNC DEL DOTT. GIANCARLO BRIENZA & C.,"Via G. Carini, 42",153,Roma,Roma (RM),Lazio,F/9586,13125741002,"Via G. Carini, 42, 00153 Roma, Italia"
RISORGIMENTO SNC DEL DOTT. GIANCARLO BRIENZA & C.,"Piazza Risorgimento, 44/45",192,Roma,Roma (RM),Lazio,F/9714,13125741002,"Piazza Risorgimento, 44/45, 00192 Roma, Italia"
BARTOLESCHI MARIA,"Via dei Serpenti, 125",184,Roma,Roma (RM),Lazio,F/9256,10648650587,"Via dei Serpenti, 125, 00184 Roma, Italia"
PIAZZA QUADRATA DEI DR.I MONGARDINI ROBERTO E SULIS MARILENA SNC,"Viale Regina Margherita, 61/63",198,Roma,Roma (RM),Lazio,F/9161,10656341004,"Viale Regina Margherita, 61/63, 00198 Roma, Italia"
CONTARINA GIOVANNI LUCA,"Via di Torrevecchia, 308",168,Roma,Roma (RM),Lazio,F/9779,10738780583,"Via di Torrevecchia, 308, 00168 Roma, Italia"
DEGLI SPEZIALI SAS,"Via Filippi, 11",146,Roma,Roma (RM),Lazio,F/9419,10961541009,"Via Filippi, 11, 00146 Roma, Italia"
MERCURI DR.SSA ANGELA,"Via S. Nicola da Tolentino, 10/12",187,Roma,Roma (RM),Lazio,F/9181,10965001000,"Via S. Nicola da Tolentino, 10/12, 00187 Roma, Italia"
S.CLETO DR PULCHINOTTA PALMIERI,"Via Montecassiano, 163",156,Roma,Roma (RM),Lazio,F/9353,11088101008,"Via Montecassiano, 163, 00156 Roma, Italia"
